app_package,category,confidence,reason
com.workpail.inkpad.notepad.notes,productivity,high,便签笔记工具
co.id.easystem.klikabsen,productivity,high,考勤打卡应用
com.otoreport.dompetinid,productivity,medium,财务记账
com.kumon.mykumon,productivity,high,教育学习平台
com.angkasapurasolusi.ess,productivity,high,员工自助应用
com.kiddopia.google.lite,productivity,high,儿童早教应用
com.powerschool.portal,productivity,high,学校管理系统
com.ogden.memo,productivity,high,备忘录笔记工具
dmi.presensibantul,productivity,medium,考勤打卡办公应用
com.hubx.noteai,productivity,medium,AI笔记办公
com.khmer4khmer.advance_excel,productivity,high,Excel表格办公
com.microsoft.sharepoint,productivity,high,微软办公协作
com.belajarnative,productivity,medium,语言学习工具
com.serenwoven.absen,productivity,medium,absen考勤打卡
com.iq.colearn,productivity,high,印尼在线教育
com.minutes.app,productivity,medium,会议记录办公
vivekagarwal.playwithdb,productivity,medium,数据库管理工具
com.finance.money.manageexpense,productivity,high,财务记账管理
com.otoreport.appxmltronik,productivity,medium,报表办公工具
id.sisi.aksestoko.salesman.mobile.aksestoko_salesman_mobile.prod,productivity,high,销售管理办公应用
com.crew.portal.iamt.epn,productivity,low,员工门户办公
bt.eoffice.buteng,productivity,medium,电子政务办公
expense.planner.budget.tracker,productivity,high,财务记账工具
com.mathworks.matlabmobile,productivity,high,MATLAB工程计算
com.emi.investment.loan.calculator.loan.smart,productivity,high,贷款计算器
org.watv.edulms_nf,productivity,medium,教育学习平台
com.programato.binarweb,productivity,medium,编程学习平台
com.ozzo.Gudang,productivity,medium,仓库管理办公应用
com.pemkosibolga.MyAttendance,productivity,medium,市政考勤系统
com.hasjrat.ha_mobile_attendance,productivity,medium,移动考勤办公
com.jahertor.stickynotes,productivity,medium,便利贴办公工具
com.samsoleh.presensimobile,productivity,high,考勤打卡办公应用
com.bh.diary.xm,productivity,high,日记记录工具
com.idapps.rumus_excel,productivity,medium,Excel公式办公
com.idn.bizhare,productivity,medium,商业管理办公
com.linkedin.android.salesnavigator,productivity,high,领英销售导航
com.qiyee.recruit,productivity,medium,招聘管理办公
com.reportplus.analyzer,productivity,high,报表分析工具
com.kothoklab.mamun.notetracker,productivity,high,笔记追踪工具
id.co.solusinegeri.pspEdmedia,productivity,medium,教育媒体应用
sign.pdf.document,productivity,medium,PDF签名工具
com.petugas,productivity,low,工作人员管理
com.workplaceoptions.wovo,productivity,medium,员工福利办公应用
com.emicalculator.investment.financialtools.loanplanner.easyemi,productivity,high,贷款计算器工具
com.colliers.indonesia.cfmcrm,productivity,medium,高力国际CRM办公
com.colliers.indonesia.cfmfi,productivity,medium,高力国际财务办公
com.pms.mobile,productivity,medium,物业管理系统
com.fozento.zdfit,productivity,medium,健身健康管理
com.xsdev.xls.xlsx.excelviwer.excelreader.spread.sheets,productivity,medium,Excel表格查看器
com.gampang.itungan,productivity,high,印尼计算器
id.go.kemsos.absensi,productivity,high,政府考勤系统
milkshake.website.builder,productivity,medium,网站构建办公工具
tidynotes.notes.notepad.notebook.note.checklist,productivity,high,笔记清单管理工具
com.skf.softfoot,productivity,medium,工业检测工具
com.ertech.daynote,productivity,medium,日记笔记办公
com.quickmathto.resolver,productivity,high,数学解题工具
com.skf.shaftalignment,productivity,medium,工业对齐工具
com.englishscore,productivity,medium,英语学习测试
com.cordova.credit_tool,productivity,medium,信用评估工具
com.youneedabudget.evergreen.app,productivity,high,预算记账应用
id.go.mubakab.eoffice,productivity,medium,政府电子办公
id.go.kemendesa.laporanharian,productivity,medium,政府日报应用
docsreader.officeword.documentreader.offlineviewer.free,productivity,high,文档阅读办公工具
com.appsheet.whitelabel.guid_e5f30861_5a49_460b_ae8f_4b1eefed8cde,productivity,medium,AppSheet低代码办公
com.epresensisemeru,productivity,medium,电子考勤办公
com.newlang.weelife,productivity,medium,生活管理应用
com.haribima.ejuklak,productivity,medium,电子指南办公
id.co.brksyariah.myHrisMobile,productivity,medium,HRIS人事办公
com.indosoft.eabsenpoljatim,productivity,medium,警察电子考勤
com.intech.eofficepoldajatim,productivity,medium,警察电子办公
com.atlassian.android.confluence.core,productivity,high,Confluence协作办公
com.dzmitry.debty,productivity,high,债务记账工具
com.emiloan.loancalculator.investment.personalloan,productivity,high,贷款计算器
com.catchmobile.forme.intermittent.fasting.tracker.timer.plan,productivity,high,间歇性断食追踪
go.id.oss.mobile,productivity,medium,印尼营商许可
ai.zerobillion.pdftutor,productivity,high,PDF学习办公工具
com.microsoft.office.lync15,productivity,high,微软企业通讯工具
id.co.pcsindonesia.pose,productivity,medium,收银系统
com.smartfinance.loan.calculator,productivity,high,贷款计算器
com.otoreport.masterload8apl,productivity,medium,汽车报告
com.loansmart.loan.calculator.interescalc.loanemicalc.emicalculator,productivity,high,贷款EMI计算
com.loan.emi.interest.calculator,productivity,high,贷款利息计算
finance.loanemi.emiloan.financialcalculator,productivity,high,贷款计算器
com.duluin.duluin_hris_app,productivity,medium,企业HR办公系统
org.ubitech.attendance,productivity,medium,考勤打卡管理系统
com.expense.manager.money.tracker.planner,productivity,high,记账规划工具
com.klippa.app,productivity,medium,票据扫描工具
com.nhstudio.inote.noteios.noteiphone,productivity,high,笔记记录工具
com.pptx.viewer.pptreader.presentation.slides.viewer.free.app,productivity,medium,PPT演示文稿查看器
com.one.speakify,productivity,medium,语音翻译工具
com.document.pdf.scanner.docscan,productivity,medium,PDF文档扫描工具
si.topapp.myscansfree,productivity,medium,免费扫描工具
com.streamer.booknotes,productivity,medium,读书笔记工具
com.chatdi.aichatbot.assistant,productivity,medium,AI聊天助手工具
com.notepadplus.notepad,productivity,high,记事本工具
net.fast_notepad_notes_app.fastnotepad,productivity,high,快速记事本
com.intechcorp.jatim.eKinerja,productivity,medium,绩效追踪办公
com.andropenoffice.extensions.additionallibraries,productivity,medium,办公套件扩展库
com.otoreport.optimusmobileapp,productivity,medium,报表办公工具
cisad.kissar.quickmathquiz,productivity,medium,数学测验
co.grabjobs.grabjobs,productivity,medium,招聘求职
com.thursina.TSESParent,productivity,medium,家校沟通办公
com.bookmark.money,productivity,medium,记账书签
io.invideo.ai,productivity,medium,AI视频制作办公
com.idkamus.inggrisindonesia,productivity,high,英印尼语词典工具
com.unilever.dtt.id,productivity,medium,联合利华内部办公
id.siap.ptk,productivity,medium,印尼教师管理办公应用
com.jamf.parent,productivity,medium,家长控制管理
net.sdpmobile.android.agas,productivity,low,安全考勤应用
net.sdpmobile.android.agasaktifasi,productivity,low,安全激活工具
id.go.bengkuluutarakab.absensi,productivity,medium,考勤打卡
com.intsig.camexam,productivity,high,扫描考试工具
com.bhnoke.salesmonitoring,productivity,medium,销售监控办公
com.smsf.dt.intools,productivity,medium,内部工具办公
com.aplikasir.android,productivity,medium,收银系统应用
com.otoreport.tokotax,productivity,high,店铺税务报表
com.andropenoffice,productivity,medium,开源办公套件
pdf.reader.pdfreader.pdfviewer.pdfreaderfree,productivity,medium,PDF阅读器
id.swimmanager.registrationlistofficial,productivity,medium,游泳报名管理
com.alldocument.allfile.office.editor,productivity,medium,文档办公编辑器
id.go.bengkaliskab.absensi,productivity,medium,政府考勤系统
id.kantongku.app,productivity,medium,个人理财
com.jitu.polri,productivity,medium,警察内部应用
com.yabimoney,productivity,medium,记账理财
com.blazingappstudio.budget_planner,productivity,high,财务预算工具
kemendes.pendamping.diary,productivity,medium,政府工作日志
com.indahlogistik.checker,productivity,medium,物流办公应用
com.skf.quickcollect,productivity,medium,工业数据采集
com.intech.eofficepolri,productivity,high,印尼警方办公应用
nz.co.smartpayroll.apps.smartpayrollexpansion,productivity,medium,薪资管理
com.jobseeker.partners,productivity,medium,求职招聘办公
com.schaeffler.Mounting,productivity,medium,工业工具应用
com.ezpuppies.ezdebt_book,productivity,medium,债务记账管理
com.app.cerb.mcqs7,productivity,medium,考试刷题工具
com.app.cerb.mcrjt,productivity,medium,考试刷题工具
com.tws.apps.quran,religious,high,古兰经阅读
com.aserastudio.dzikirpagipetangsesuaisunnah,religious,high,早晚祷词宗教
com.tanxe.rumahzakat_app,religious,high,天课捐赠宗教应用
com.thursina.silahul_mukmin,religious,medium,伊斯兰宗教学习
com.umeox.qibla,religious,high,Qibla朝向指南
com.Alaa.Akl.App.Quran.Karime,religious,high,Quran古兰经应用
com.ilmumanasik.android,religious,high,朝觐指南宗教
com.zikirmatik.digitaltasbeeh,religious,high,数字念珠宗教
com.muslim.quran.muslima.muslimpro,religious,high,Muslim Pro宗教应用
com.aslam.quranindonesia,religious,high,印尼古兰经应用
com.indra.haramain.pro,religious,high,圣地朝觐宗教
com.mmmoussa.iqra,religious,high,iqra诵读宗教
com.va.fathulbaridanter,religious,medium,伊斯兰典籍翻译
ae.appfreeislamic.hanialiMoqbelMp3,religious,high,伊斯兰古兰经音频
com.kodelokus.hijri,religious,high,伊斯兰历法
com.va.fathulmuinindonesiaterjemah,religious,medium,伊斯兰典籍翻译
com.va.fathulqoribterjemahnya,religious,medium,伊斯兰典籍翻译
id.kitabkuning.attibyan.imamnawawi,religious,medium,伊斯兰黄皮书典籍
id.kitabkuning.fiqih.fathulmuin,religious,medium,伊斯兰黄皮书典籍
id.kitabkuning.nashoihul.ibad.syarah,religious,medium,伊斯兰黄皮书典籍
id.kitabkuning.tanbihul.ghafilin,religious,medium,伊斯兰黄皮书典籍
app.salamalazhar.id,religious,medium,伊斯兰学校应用
com.kakimestudio.MP3ayatayatruqyahampuh,religious,high,驱邪音频
com.hijrahkami.panduanhajidanumrahlengkap,religious,high,朝觐指南
com.barribarrie.murottalquranfull30juzmp3offline,religious,high,古兰经诵读
com.alquranterjemahantajwid.alquran.tajwid.terjemahan.indonesia,religious,high,古兰经翻译
my.id.paksu.pujisyukurkhatolik,religious,high,天主教祈祷
syntax.verse,religious,medium,古兰经经文应用
com.msee.ArahKiblatindonesia,religious,high,印尼朝拜方向工具
com.idnmusikviral.lagusholawat,religious,high,伊斯兰赞歌
com.prayertimesqiblaazan.muslim,religious,high,穆斯林祈祷应用
com.twnimrod.pujisyukur,religious,high,感恩祈祷宗教应用
com.eradev.almatsurat,religious,high,伊斯兰祈祷文
com.mushtakshif.quran.prayertime.qibla.athan,religious,high,古兰经应用
com.almukalbar,religious,medium,伊斯兰应用
com.alkindyweb.mampuhumroh,religious,medium,朝觐旅行应用
com.N07I.kumpulansholawatmerdu2022,religious,high,伊斯兰赞歌应用
com.yanuarhpai.resepherbahpai,religious,medium,伊斯兰食谱
com.bekalislam.qurantadabbur,religious,high,古兰经诵读
dyza.education.juzamma0,religious,high,古兰经教育宗教
com.erm.dzikir.pagipetang,religious,high,伊斯兰祈祷应用
com.scriptkiddie.TerjemahKitabulJami,religious,medium,伊斯兰圣训书籍
com.scriptkiddie.TerjemahKitabFiqhusShiyam,religious,medium,伊斯兰教法书籍
com.sufimedia38.amaliyahmursyid,religious,medium,伊斯兰修行应用
com.scriptkiddie.DosaDosaBesarImamADzahabi,religious,medium,伊斯兰宗教书籍
qiblafinder.prayertimes.qibladirection.hijricalendar,religious,high,礼拜朝向与时间
com.ristekmuslim.kamusarabindo,religious,medium,阿拉伯语词典
athan.namaz.time.prayer.muslim,religious,high,穆斯林礼拜时间
com.droidot.yasiin,religious,high,Yasin古兰经诵读
rebana.daf.qasidah,religious,high,伊斯兰音乐
com.jixit.qibladirection.salahtimes,religious,high,礼拜方向
com.muslimidia.alquran_lite,religious,high,古兰经阅读应用
com.va.fiqihimamsyafiilengkap,religious,high,伊斯兰教法
com.scriptkiddie.KeluargaSakinahQurotulUyun,religious,medium,伊斯兰家庭典籍
com.SatsetTastes.TerjemahanKasyifatsusSaja,religious,medium,伊斯兰典籍翻译
com.adara.kifayatulakhyar,religious,medium,伊斯兰宗教书籍
com.alfiah.paidevelop,religious,medium,伊斯兰教育应用
com.fualmahfudz.walisantri,religious,high,伊斯兰学者
com.aplikita.matan_zubad,religious,medium,伊斯兰经典文本
com.mungmedia.khutbah,religious,medium,伊斯兰讲道应用
com.mobilesantri.maulidad_dibadanalbarzanji,religious,medium,伊斯兰祈祷应用
com.maulidbarzanji.kitabmaulidnabialbarzanji,religious,medium,伊斯兰祈祷书籍
com.alquranoffline.alquranterjemahperkata,religious,high,离线古兰经翻译
com.kitabmaulidnabi.kitab.rawi.maulid.nabi.lengkap.amalan,religious,medium,伊斯兰圣纪书籍
com.kajian.kitab.ilmu.tasawuf.terjemahan.indonesia.lengkap,religious,medium,伊斯兰苏菲典籍
com.hilyaqis.sholawat,religious,high,伊斯兰赞圣应用
com.fathulizardan.qurotuuyunlkp.alquran,religious,medium,古兰经学习应用
com.daqoiqulahbar.paidevelop,religious,medium,伊斯兰教育应用
com.aplikita.nashoihul_ibad,religious,medium,伊斯兰宗教书籍
com.aplikita.maulid_syaroful_anam,religious,medium,伊斯兰祈祷应用
com.islamiapps.maulid,religious,medium,伊斯兰祈祷应用
com.pakuwon.pgcard,shopping,medium,商场会员卡
com.brayamart,shopping,medium,便利店购物
com.tapapp.aice,shopping,medium,AICE品牌零售
kudo.mobile.app,shopping,high,Kudo电商代理
com.yogyagroup.its.myyogya,shopping,high,Yogya零售购物
id.co.giftcard.holdr,shopping,medium,礼品卡购物管理
id.artaku.partner,shopping,medium,艺术品交易
plants.broccolicart.customer,shopping,medium,生鲜购物应用
com.snapcart.android,shopping,medium,购物比价应用
id.co.hypermart.hicard,shopping,high,Hypermart零售会员应用
id.co.bri.bristore,shopping,high,BRI电商平台
com.avian.loyalty,shopping,medium,涂料品牌会员
com.indonesiaentertainmentgroup.tayoholiday,shopping,medium,旅游度假预订
com.cylan.jiafeigou,shopping,medium,购物电商应用
com.wardigi.wmcosmetic.app_wmcometic,shopping,medium,化妆品购物
com.myfreshmart,shopping,medium,生鲜购物
my.trevo.trevoapp,shopping,medium,电商购物应用
com.booking.hotelmanager,shopping,high,酒店预订管理
id.dash.voucher.pling,shopping,medium,优惠券购物应用
com.lottemart.app,shopping,high,乐天玛特购物
com.mbizmarket.app,shopping,medium,B2B市场
com.inditex.zara,shopping,high,服装购物电商
com.fdtradev.wish,shopping,high,跨境电商平台
com.icemobile.albertheij,shopping,high,Albert Heijn超市购物
com.getplus.application,shopping,medium,GetPlus积分购物
com.blibli.instore.byok,shopping,high,Blibli电商平台
app.indopaket,shopping,medium,快递物流服务
com.urbancoloyaltyapp,shopping,medium,商场会员积分
com.fintag.Toko,shopping,medium,Toko商店零售应用
com.kcmtix.app,shopping,medium,票务预订应用
id.yimm.ecatalogue,shopping,medium,电子目录购物应用
com.melawai,shopping,medium,Melawai零售书店
com.topmortar.topmortarseller,shopping,medium,卖家管理应用
com.summareconmall,shopping,high,Summarecon商场应用
com.indogrosir.sd1.klikindogrosir,shopping,high,Indogrosir批发购物
com.prestasiretail.prime,shopping,medium,零售购物平台
com.atomy.android.shop,shopping,high,电商平台购物应用
com.gdn.blibli.mta,shopping,high,印尼电商平台
com.shopping.lejel.lejelhome,shopping,medium,Lejel家居购物
com.saku_sultan,shopping,medium,零售购物应用
pakuwonjkt.prewon.jkt,shopping,medium,Pakuwon商场购物
com.mirror.hsn,shopping,medium,电视购物平台
com.electroniccity.ecm,shopping,high,电子产品零售
id.co.acehardware.acerewards,shopping,high,家居零售会员
com.teltics.yukkers.android,shopping,medium,印尼本地电商
id.aci.viuit.merchant,shopping,medium,电商商户管理
id.co.ikea.android,shopping,high,宜家家居购物
id.co.mmksi.mitsubishimotors,shopping,medium,三菱汽车服务
com.tunjunganplaza.mobile,shopping,medium,商场购物应用
com.ua.vikos.world,social_entertainment,medium,沙盒冒险游戏
com.higame.brain.twist.tricky.puzzle,social_entertainment,high,益智解谜游戏
com.spiritit.flowxpert,social_entertainment,high,连线益智游戏
gg.sunday.dog.escape.puzzle,social_entertainment,high,狗狗逃脱解谜游戏
com.kwai.mercury,social_entertainment,high,快手短视频应用
air.com.flipline.papasscooperiatogo,social_entertainment,high,模拟经营游戏
com.appspot.scruffapp,social_entertainment,medium,Scruff社交交友应用
mml.studio.supermarket.simulator.story,social_entertainment,high,超市模拟游戏
com.aynovel.vixs,social_entertainment,medium,小说阅读娱乐应用
com.beinsports.connect.apac,social_entertainment,high,体育赛事直播应用
com.codeway.chatapp,social_entertainment,medium,匿名聊天应用
com.codigames.hotel.empire.tycoon.idle.game,social_entertainment,high,酒店模拟经营游戏
com.gaijingames.wtm,social_entertainment,high,游戏应用
com.shatan.jchicken,social_entertainment,low,休闲游戏类应用
com.brain.puzzle.tricky.test.annoying.quest,social_entertainment,high,脑筋急转弯游戏
com.spider.solitaire.mania.puzzle.game,social_entertainment,high,蜘蛛纸牌游戏
tv.shortbox.pipboy,social_entertainment,high,短视频娱乐应用
com.dvdfu.keylimba,social_entertainment,high,拇指琴模拟游戏
com.pandacode.prambors.prambors,social_entertainment,high,广播电台应用
com.pizza.maker.game.baking.making.cooking,social_entertainment,high,披萨制作游戏
com.tvshow.freeshort,social_entertainment,high,短剧视频应用
com.yawentv.ywshortplay,social_entertainment,high,短剧视频应用
com.unrealplaystudio.playtime5,social_entertainment,high,恐怖解谜游戏
com.flynjhfish.rungame,social_entertainment,high,跑酷游戏
com.MobEntertainment.PoppyPlaytimeChapter3,social_entertainment,high,恐怖解谜游戏
com.edujoy.dentist,social_entertainment,high,儿童牙医模拟游戏
com.free.mahjong.classic.puzzlegame,social_entertainment,medium,麻将休闲游戏
com.Cataclysm.Heartjklu,social_entertainment,low,未知游戏应用
com.tencent.ludosuperstar,social_entertainment,high,飞行棋休闲游戏
com.chat.cora,social_entertainment,medium,社交聊天应用
com.cg.tennis,social_entertainment,high,网球体育游戏
com.garena.game.haikyu,social_entertainment,high,排球动漫游戏
com.netflix.NGP.SonicMania,social_entertainment,high,索尼克官方游戏
jp.co.capcom.sf4ce,social_entertainment,high,格斗街机游戏
com.gdrgdrgdrhg.IconMemoryMatch,social_entertainment,high,图标记忆游戏
com.ariefspekta.tebak.lagu.indonesia,social_entertainment,high,猜歌娱乐游戏
com.mobentertainment.PoppyPlaytimeChapter4,social_entertainment,high,恐怖解谜游戏
com.paragisoft.gaple,social_entertainment,high,印尼多米诺骨牌游戏
com.rovio.angrybirds,social_entertainment,high,愤怒的小鸟游戏
com.shooterswatgame.DiamondRoyal,social_entertainment,high,射击休闲游戏
com.sniper.shooter.wild.ssw,social_entertainment,high,狙击射击游戏
com.drink.bar,social_entertainment,medium,酒吧模拟游戏
com.puzzle.waterpour,social_entertainment,high,倒水解谜游戏
com.trendlive.app,social_entertainment,medium,直播娱乐应用
id.britech.gemblast,social_entertainment,high,宝石消除游戏
com.andmi.RollingBall.free,social_entertainment,high,滚球休闲游戏
com.MOBGames.PoppyMobileChap1,social_entertainment,high,恐怖解谜游戏
com.MOBGames.PoppyMobileChap2,social_entertainment,high,恐怖解谜游戏
com.emojitoapps.world,social_entertainment,medium,表情包社交应用
com.perseusgames.brickgame,social_entertainment,high,打砖块休闲游戏
com.xgame.newasia.sea.gp,social_entertainment,high,东南亚游戏
com.princess.makeup.dress.up.littlegirl,social_entertainment,medium,儿童换装游戏
com.dream.free.games.match3,social_entertainment,medium,三消休闲游戏
com.harvest.android.gr,social_entertainment,low,休闲游戏应用
com.ikanasinproduction.cintadicitampi,social_entertainment,low,本地影视游戏
com.Wasteland.Regencyqw,social_entertainment,low,未知游戏
com.livevideoconference.meeting.onlinevideocall,social_entertainment,medium,视频会议通话
id.gooddreamer.novel,social_entertainment,medium,小说阅读应用
com.DMGames.MyCash,social_entertainment,medium,模拟经营游戏
com.mobitale.island,social_entertainment,low,岛屿休闲游戏
com.weareher.her,social_entertainment,medium,女性社交交友
com.orionhoroscope.daily.horoscope,social_entertainment,medium,每日星座运势
com.beinsports.andcontent,social_entertainment,high,BeIN体育直播
com.wildpluto.efbase,social_entertainment,low,休闲游戏应用
com.Lucinda.TapVegetable,social_entertainment,low,点击蔬菜游戏
com.apnabankshop.ball,social_entertainment,low,弹球休闲游戏
com.game.happycrush.blockmatch,social_entertainment,medium,方块消除游戏
com.juicesort.colorpuzzle,social_entertainment,medium,果汁排序游戏
com.mobiroller.ball,social_entertainment,low,滚球休闲游戏
com.app.tribelio,social_entertainment,medium,社区社交应用
com.brainboost.android,social_entertainment,medium,脑力训练游戏
com.whaledream.novel,social_entertainment,medium,小说阅读应用
com.tgames.line98classic,social_entertainment,high,经典连线游戏
juliomais.iglesias,social_entertainment,low,音乐娱乐应用
com.langitktv.lagugbkp,social_entertainment,high,印尼KTV点歌
com.qq222.official,social_entertainment,medium,棋牌游戏
sambamais.pagode,social_entertainment,low,音乐播放器
com.higame.official,social_entertainment,high,游戏平台
com.galeri24,social_entertainment,low,画廊艺术应用
com.Monster.Music.Box,social_entertainment,low,音乐盒游戏
com.funplus.ts.global,social_entertainment,high,Top War策略游戏
com.Xtremeoinbunegs.game,social_entertainment,low,休闲游戏应用
com.mahjongmath.tilepuzzle,social_entertainment,high,麻将消除游戏
com.skinsrbx.mod3,social_entertainment,medium,Roblox皮肤模组
com.survival456.run.escape.room,social_entertainment,medium,密室逃脱游戏
com.intikom.stream_mobile_v2,social_entertainment,medium,视频流媒体应用
tk.crazydevelopers.whatsdirect,social_entertainment,medium,WhatsApp快捷工具
com.ice.video,social_entertainment,medium,视频播放器
and.lihuhu.machingtriple,social_entertainment,low,消除类休闲游戏
com.cookapps.ff.moderncity,social_entertainment,medium,模拟经营游戏
com.fgol.HungrySharkEvolution,social_entertainment,high,饥饿鲨进化游戏
com.codejoy.drama.go.aos,social_entertainment,medium,短剧影视应用
com.zombiewar.thelastsurvivor,social_entertainment,medium,僵尸生存游戏
com.teamd2.live.football.tv,social_entertainment,medium,足球直播应用
sort.water.puzzle.pour.color.tubes.sorting.game,social_entertainment,medium,水管排序游戏
com.hornet.android,social_entertainment,high,社交交友应用
siaran.langsung.sepak.bola.dan.bulu.tangkis.indonesia.televisi,social_entertainment,medium,体育赛事直播
com.fc.nes.mame,social_entertainment,medium,复古游戏模拟器
com.sjkim.retroxel2,social_entertainment,medium,复古像素游戏
com.CGames.com.unity.template.mobile2D,social_entertainment,low,Unity游戏模板
com.jala5.live,social_entertainment,medium,直播流媒体应用
com.mp3.ymusic.vn,social_entertainment,medium,YMusic音乐下载
com.gruparmf.rmfmaxxx,social_entertainment,medium,RMF Maxxx电台
com.b1bxj8r.geoghosthunt,social_entertainment,low,捉鬼休闲游戏
com.EvolveGames.MinesweeperGo,social_entertainment,medium,扫雷益智游戏
com.greencod.pinballdeluxereloaded,social_entertainment,medium,弹珠台游戏
com.HyperBeardGames.MyDearFarm,social_entertainment,medium,农场模拟游戏
com.asobimo.toramonline,social_entertainment,high,Toram Online网游
com.onetklasik.hdoriginal,social_entertainment,high,连连看休闲游戏
com.thebosokacompany.skylinebowling,social_entertainment,medium,保龄球休闲游戏
com.gameconsign,social_entertainment,medium,游戏相关应用
com.hotplay.funrelaxing,social_entertainment,medium,休闲解压游戏
net.bat.ahaofflinegame,social_entertainment,medium,离线休闲游戏
com.taldev.reelrush,social_entertainment,medium,跑酷休闲游戏
com.gokids.buildingtrucks,social_entertainment,high,儿童益智游戏
com.bellapps.drinkcocktail,social_entertainment,low,调酒休闲游戏
com.zw.coolshort,social_entertainment,medium,短剧视频应用
com.video.snapdramas,social_entertainment,medium,短剧视频播放
com.tilego.nomabubble,social_entertainment,medium,泡泡消除游戏
com.traffic.jam.escapepro,social_entertainment,medium,交通解谜游戏
go.jump.go,social_entertainment,medium,跳跃休闲游戏
com.tap4fun.odin.kingdomguard,social_entertainment,high,策略塔防游戏
com.GCenter.com.universe.invaders.alien.war.attack.V2,social_entertainment,high,太空射击游戏
com.beauty.love.sort.match.stylist.story,social_entertainment,medium,匹配/剧情类游戏
com.raciing.driver.huand.game,social_entertainment,high,赛车游戏应用
find.out.hidden.objects.seek.puzzle.games.free,social_entertainment,medium,找物解谜游戏
com.live.vcast.and,social_entertainment,low,视频直播类应用
com.daaw.avee,social_entertainment,high,音乐可视化播放器
com.os.falcon.bob3.run.world.adventure,social_entertainment,medium,冒险跑酷游戏
com.Graypow.RallyHorizon,social_entertainment,medium,拉力赛车游戏
com.lagradost.cloudxtream,social_entertainment,medium,影视流媒体播放器
com.netmarble.sololv,social_entertainment,medium,Netmarble发行游戏
com.rvappstudios.toddler.preschool.kids.learning.games,social_entertainment,medium,儿童早教游戏
com.wahidabd.onemanga,social_entertainment,medium,漫画阅读应用
jp.gamestart.pixesurvival,social_entertainment,medium,像素生存游戏
com.asmr.crystal,social_entertainment,medium,ASMR音频娱乐
com.kwai.editor,social_entertainment,high,快手视频剪辑工具
com.lightsail.alurachat,social_entertainment,medium,剧情聊天互动应用
com.dramalink.apps,social_entertainment,medium,短剧影视应用
com.news.app.global,social_entertainment,medium,新闻资讯阅读
br.com.zoetropic.free,social_entertainment,low,休闲游戏应用
com.hearts.circuitwekkk,social_entertainment,low,休闲游戏类应用
com.bigstarkids.wordtravelturkish,social_entertainment,medium,儿童语言学习游戏
com.vizorapps.klondike,social_entertainment,medium,克朗代克纸牌
com.sinyee.babybus.factory,social_entertainment,high,宝宝巴士儿童游戏
com.wFidgetSpinnerTheBestForHand_5373156,social_entertainment,medium,指尖陀螺游戏
com.yuriy.openradio,social_entertainment,medium,网络收音机
fmradio.radiostation.livefm.musicradio,social_entertainment,medium,FM音乐电台
com.kigle.cocobi.world.three,social_entertainment,medium,休闲闯关游戏
com.bubadu.supermarket2,social_entertainment,medium,超市模拟游戏
com.dkxqzbfkjt.pocketchess,social_entertainment,medium,国际象棋游戏
chatrandom.com,social_entertainment,medium,随机视频聊天
com.duasuryadinamika.pasflixapp,social_entertainment,low,影视流媒体
pl.lukok.chess,social_entertainment,medium,棋类休闲游戏
com.bussid.truck.mods,social_entertainment,high,印尼卡车游戏MOD
com.herofightinggames.pixel.monster.hunter,social_entertainment,high,像素动作游戏
com.pf.speed.race.car.racing.games,social_entertainment,high,赛车竞速游戏
com.watchstarreel.starreeltv,social_entertainment,medium,短视频流媒体
com.avcrbt.funimate,social_entertainment,high,视频特效编辑
com.spaceapegames.beatstar,social_entertainment,high,音乐节奏游戏
com.threeheads.tuny.music.player.youtube,social_entertainment,medium,音乐播放器
atlantis.invaders.subnautica.space.shooter,social_entertainment,high,太空射击游戏
com.food.dash.game.flow.gwqef.puzzle.free,social_entertainment,medium,益智消除游戏
com.gd.monstertruck.stuntrace.racingfreegames,social_entertainment,high,怪物卡车游戏
com.mg.gun.games.offline.fps.gun.shooting.games,social_entertainment,high,FPS射击游戏
com.mustafacaglar.spinnerfighterarena,social_entertainment,medium,指尖陀螺对战
com.stickman.dragon.fight.stick.warriors.stickmanwarriors,social_entertainment,high,火柴人格斗
music.beat.piano.fire.magic.tiles.challenge.free,social_entertainment,high,钢琴节奏游戏
com.ubecast.video,social_entertainment,medium,视频播放应用
com.bff.message,social_entertainment,medium,即时通讯社交
com.ahalyh5apk.makingpopsicle,social_entertainment,medium,儿童模拟游戏
com.autumninteractive.myrummy,social_entertainment,medium,拉米纸牌游戏
com.driftsand.game.blockfunny,social_entertainment,medium,方块休闲游戏
com.live.party,social_entertainment,medium,语音派对社交
com.lumber.inc,social_entertainment,medium,伐木模拟游戏
uk.co.highapp.audiobook.ebooks,social_entertainment,medium,有声书阅读娱乐
com.facebook.creatorstudio,social_entertainment,high,Facebook创作者工具
com.facebook.games,social_entertainment,high,Facebook游戏平台
messenger.social.chat.apps,social_entertainment,medium,社交聊天工具
com.gargan.abismo,social_entertainment,medium,深渊冒险游戏
com.teapotgames.aeromayhem,social_entertainment,medium,空战射击游戏
it.rortos.f18carrierlandingii,social_entertainment,high,飞行模拟游戏
com.jk.dream.artists,social_entertainment,low,娱乐/艺术类应用
com.stickerfun.stickermakerstudio.diy,social_entertainment,high,表情包制作工具
com.bigbluebubble.singingmonsters.full,social_entertainment,high,休闲音乐游戏
