app,source,good_count,bad_count,total_count,category,confidence,reason
net.tahutek.rajaongkir,bad_only,0,2,2,utility,medium,物流运费查询
com.dba.tiktokvideosaver.nowatermark,bad_only,0,2,2,utility,high,TikTok去水印下载
com.theone.koa,bad_only,0,2,2,other,low,不明包名应用
com.goodcut.android,bad_only,0,2,2,utility,high,视频剪辑工具
com.lowgo.android,bad_only,0,2,2,other,low,不明包名应用
com.incorporateapps.fakegps.fre,bad_only,0,2,2,fake_gps,high,虚拟定位伪造工具
id.aci.viuit.driver,bad_only,0,2,2,transportation,medium,网约车司机端
com.tilemaster.puzzle.block.match,bad_only,0,2,2,social_entertainment,high,方块消除游戏
com.rovio.baba,bad_only,0,2,2,social_entertainment,high,Rovio休闲游戏
com.insomaniac.cekbpjs,bad_only,0,2,2,utility,medium,BPJS医保查询
com.document.reader.viewer.officepdfwordexcel,bad_only,0,2,2,utility,high,办公文档阅读器
com.ecloud.hisenseshare,bad_only,0,2,2,utility,high,海信投屏工具
com.webmajstr.gpson,bad_only,0,2,2,fake_gps,high,GPS开关/位置伪造
com.taxsee.driver3,bad_only,0,2,2,transportation,medium,出租车司机端
driver.qs.Indonesia,bad_only,0,2,2,transportation,medium,印尼司机端应用
air.com.littlebigsnake.littlebigsnake,bad_only,0,2,2,social_entertainment,high,贪吃蛇大作战游戏
com.ViVoldkoooop.sspin,bad_only,0,2,2,gambling,medium,spin暗示老虎机赌博
com.id6wiranaga.ntla1,bad_only,0,2,2,other,low,不明包名应用
com.live.earthmap.streetview.livecam,bad_only,0,2,2,utility,high,街景地图工具
sa.com.stcbank,bad_only,0,2,2,banking,medium,STC银行应用
com.mykiotopup,bad_only,0,2,2,utility,medium,话费流量充值
id.co.josal.driver.android,bad_only,0,2,2,transportation,medium,物流司机端
asmart.ad,bad_only,0,2,2,other,low,不明广告/工具
com.authy.authy,bad_only,0,2,2,utility,high,双重身份验证器
com.etwok.netspotapp,bad_only,0,2,2,utility,high,WiFi网络测速
com.hsv.freeadblockerbrowser,bad_only,0,2,2,utility,high,广告拦截浏览器
com.server.auditor.ssh.client,bad_only,0,2,2,utility,high,SSH远程客户端
com.sonelli.juicessh,bad_only,0,2,2,utility,high,SSH终端工具
com.ttec.fastcharging,bad_only,0,2,2,utility,high,快充模拟工具
all.free.video.downloader.fb.twitter.ins.story.saver.videodownloader,bad_only,0,2,2,utility,high,多平台视频下载
com.easyrecovery.photorecovery.filerecover.restoredata,bad_only,0,2,2,utility,high,数据恢复工具
com.iptv.smartplayer.onlinetv,bad_only,0,2,2,social_entertainment,medium,IPTV电视直播
com.musicplayer.mp3player.offline,bad_only,0,2,2,utility,high,离线音乐播放器
com.uangku.now.kudulu,bad_only,0,2,2,cash_loan,high,uangku暗示现金贷
org.whiteglow.quickeycalculator,bad_only,0,2,2,utility,high,快捷计算器
com.emoji.coolkeyboard,bad_only,0,2,2,utility,high,表情键盘输入法
com.speaktranslate.tts.speechtotext.voicetyping.translator,bad_only,0,2,2,utility,high,语音翻译工具
net.mobigame.zombietsunami,bad_only,0,2,2,social_entertainment,high,僵尸跑酷游戏
online.smartech.indonesia_quran,bad_only,0,2,2,religious,high,印尼古兰经应用
com.GybeGames.FillTheFridgeTest,bad_only,0,2,2,social_entertainment,high,冰箱整理游戏
com.satisfy.asmr.relax.perfect.tidy,bad_only,0,2,2,social_entertainment,high,ASMR解压整理
com.lutech.musicplayer,bad_only,0,2,2,utility,high,音乐播放器
app.revanced.manager.flutter,bad_only,0,2,2,utility,high,ReVanced修改管理器
com.coingecko.coingeckoapp,bad_only,0,2,2,utility,high,加密货币行情
com.furyform.floatingclock,bad_only,0,2,2,utility,high,悬浮时钟工具
com.sylkat.apache,bad_only,0,2,2,utility,high,Apache服务器工具
com.asuransiastra.medcare,bad_only,0,2,2,utility,medium,保险医疗服务
com.sgatech.free.sports.tv,bad_only,0,2,2,social_entertainment,medium,体育赛事直播
com.widget.oslauncher.theme,bad_only,0,2,2,utility,high,桌面主题组件
com.loan.emi.autoloan.calculator,bad_only,0,2,2,utility,medium,贷款计算器工具
com.open.web.ai.browser,bad_only,0,2,2,utility,high,AI浏览器
com.dimsumshop.sort.com,bad_only,0,2,2,other,low,不明包名应用
com.jalalive.app.build12,bad_only,0,2,2,social_entertainment,medium,直播平台应用
com.stream.neoanimex,bad_only,0,2,2,social_entertainment,medium,动漫流媒体
com.mlive.mliveapp,bad_only,0,2,2,social_entertainment,medium,直播应用
qrscanner.barcodescanner.barcodereader.qrcodereader,bad_only,0,2,2,utility,high,二维码扫描工具
com.pw.trucksimulatoreuro.offroadcargo,bad_only,0,2,2,social_entertainment,high,卡车模拟驾驶
com.clip.flix.short.drama.reel,bad_only,0,2,2,social_entertainment,high,短剧视频平台
com.requapp.requ,bad_only,0,2,2,other,low,不明包名应用
com.simplemobiletools.voicerecorder,bad_only,0,2,2,utility,high,录音机工具
com.real.unshow.linky,bad_only,0,2,2,other,low,不明包名应用
com.colorlab.android,bad_only,0,2,2,utility,medium,调色板工具
com.readaynovels.memeshorts,bad_only,0,2,2,social_entertainment,medium,小说短视频
com.tianxingjian.supersound,bad_only,0,2,2,utility,medium,音效增强工具
com.antam.digitalgold,bad_only,0,2,2,banking,medium,Antam数字黄金投资
com.boombitgames.Dartsy,bad_only,0,2,2,social_entertainment,high,飞镖休闲游戏
com.playvalve.dominoes,bad_only,0,2,2,gambling,high,多米诺棋牌赌博
com.idexpress.courierapp,bad_only,0,2,2,transportation,medium,快递物流应用
com.qrcode.qrscanner.barcodescanner.reader,bad_only,0,2,2,utility,high,扫码阅读器
dev.icon.kctmobile,bad_only,0,2,2,other,low,不明包名应用
mkm.griyabayar.mobile,bad_only,0,2,2,banking,medium,Griya缴费平台
com.wididev.kredit.aman,bad_only,0,2,2,cash_loan,high,kredit暗示网贷
com.blingstory.app,bad_only,0,2,2,social_entertainment,medium,短剧小说应用
com.dwidasa.supra.mb.android,bad_only,0,2,2,banking,high,Dwidasa银行
com.irisstudio.logomaker,bad_only,0,2,2,utility,high,Logo设计工具
cz.hipercalc,bad_only,0,2,2,utility,high,科学计算器
com.mobilechess.mobapay,bad_only,0,2,2,gambling,medium,棋牌支付/赌博
com.Pinjolsajaa.mudahtipss,bad_only,0,2,2,cash_loan,high,Pinjol网贷指南
com.cairlimamenit.appguidepinjaman,bad_only,0,2,2,cash_loan,high,pinjaman贷款指南
com.pinjolterbarumudahcairtips.pinjolcepatcairaman,bad_only,0,2,2,cash_loan,high,pinjol网贷推荐
com.app.cerb.mcmaw,bad_only,0,2,2,other,low,不明包名应用
com.mihoyo.hoyolab,bad_only,0,2,2,social_entertainment,high,米游社社区
com.pdfeditor.pdfeditorandriod,bad_only,0,2,2,utility,high,PDF编辑工具
com.ferinesia_mobile,bad_only,0,2,2,other,low,不明包名应用
com.bkpsdm.ekinerja,bad_only,0,2,2,productivity,medium,公务员绩效考核
com.musicplayer.listen.mp3.free.downloader,bad_only,0,2,2,utility,high,MP3下载播放器
aplikasi.prediksitogel.jitu,bad_only,0,2,2,gambling,high,togel彩票预测
com.dprkp.rusun,bad_only,0,2,2,utility,medium,政府廉租房管理
com.idn.dmm,bad_only,0,2,2,social_entertainment,medium,IDN媒体应用
com.asus.filemanager,bad_only,0,2,2,utility,high,华硕文件管理
com.myWhuushaja.Whuushajadriver,bad_only,0,2,2,transportation,medium,物流司机端
com.soundcorset.client.android,bad_only,0,2,2,utility,high,乐器调音器
com.eonTimegGF.ArrivGEer,bad_only,0,2,2,other,low,不明包名应用
com.skt.treal.jumpvrm,bad_only,0,2,2,social_entertainment,medium,VR跳跃游戏
com.sky.survivor,bad_only,0,2,2,social_entertainment,medium,生存竞技游戏
umito.android.minipiano,bad_only,0,2,2,social_entertainment,medium,迷你钢琴游戏
com.idn.txh,bad_only,0,2,2,social_entertainment,medium,IDN内容应用
com.aseemsalim.puzzlesolver.rcs,bad_only,0,2,2,utility,medium,拼图求解工具
com.jarvigames.viceonline,bad_only,0,2,2,social_entertainment,high,犯罪模拟游戏
app.cryptomania.com,bad_only,0,2,2,utility,medium,加密货币工具
com.NewFolderGames.IAmCat,bad_only,0,2,2,social_entertainment,medium,猫咪休闲游戏
com.ZEUS.ULTRAZRISERSIM,bad_only,0,2,2,social_entertainment,medium,机甲模拟游戏
com.angindev.indocraft2,bad_only,0,2,2,social_entertainment,medium,印尼沙盒游戏
com.babloo.commando.adventure.shooting,bad_only,0,2,2,social_entertainment,high,射击冒险游戏
com.crazy.mastercraft.block.game,bad_only,0,2,2,social_entertainment,high,方块沙盒游戏
com.gks.us.police.robot.muscle.car.transform.spider.games,bad_only,0,2,2,social_entertainment,high,机器人动作游戏
com.mipanzuzucraft.craftsmanmipanzuzugame,bad_only,0,2,2,social_entertainment,medium,沙盒建造游戏
com.outfit7.talkinggingerfree,bad_only,0,2,2,social_entertainment,high,会说话的姜猫
com.prison.escape.survival.rnd2024,bad_only,0,2,2,social_entertainment,high,监狱逃生游戏
com.sinyee.babybus.food.overseas,bad_only,0,2,2,social_entertainment,high,宝宝巴士早教
com.stormbreakxr.snow.mountain.bike.racing.motocross.race,bad_only,0,2,2,social_entertainment,high,越野赛车游戏
com.triblifriblidev.ghostdetectorx,bad_only,0,2,2,social_entertainment,medium,鬼魂探测器娱乐
com.tvc.deletestory,bad_only,0,2,2,utility,medium,状态删除工具
com.uc.spranki.music.box,bad_only,0,2,2,social_entertainment,medium,音乐盒游戏
com.uchiha.panda.hero.adventure,bad_only,0,2,2,social_entertainment,medium,冒险闯关游戏
com.xindongfy.new.horriblegranny3.vivo,bad_only,0,2,2,social_entertainment,high,恐怖逃生游戏
fake.video.call.dengan.ria.ricis.full.offline.terbaru,bad_only,0,2,2,social_entertainment,medium,恶搞视频通话
net.LemauDev.SimulatorGasingPenghapus3D,bad_only,0,2,2,social_entertainment,medium,陀螺模拟器
obby.prison,bad_only,0,2,2,social_entertainment,medium,Roblox监狱游戏
venom.city.survival.craft.mc.free,bad_only,0,2,2,social_entertainment,medium,生存建造游戏
color.dev.com.whatsremoved,bad_only,0,2,2,utility,medium,WhatsApp恢复工具
com.fidgettrading.game,bad_only,0,2,2,social_entertainment,medium,解压交易游戏
com.hld.anzenbokusucal,bad_only,0,2,2,utility,medium,计算器工具
com.igg.android.vikingriseglobal,bad_only,0,2,2,social_entertainment,high,维京崛起策略
io.cpen.mobile,bad_only,0,2,2,other,low,不明包名应用
com.skymavis.genesis,bad_only,0,2,2,social_entertainment,high,Axie Genesis游戏
com.okcupid.okcupid,bad_only,0,2,2,social_entertainment,high,OkCupid交友
com.superapplabs.logolab,bad_only,0,2,2,utility,high,Logo设计工具
com.mobilechess.mi,bad_only,0,2,2,gambling,medium,棋牌类游戏
com.lemon.dreamina,bad_only,0,2,2,utility,medium,AI绘画工具
fill.up.the.frigde.organization.games,bad_only,0,2,2,social_entertainment,high,冰箱整理游戏
com.adobe.fas,bad_only,0,2,2,utility,medium,Adobe字体服务
com.aniverseid.animelovers,bad_only,0,2,2,social_entertainment,medium,动漫社区应用
com.frack.xeq,bad_only,0,2,2,other,low,不明包名应用
com.danagame198.app,bad_only,0,2,2,gambling,high,含game/198，典型印尼老虎机包名
com.id3c8vip2.ntc8vip2ct5,bad_only,0,2,2,gambling,high,VIP/棋牌/老虎机特征包名
com.id5rpvip2.ntrpvip2cm2,bad_only,0,2,2,gambling,high,VIP/棋牌/老虎机特征包名
com.moonactive.cmboard,bad_only,0,2,2,social_entertainment,high,Coin Master休闲游戏
com.flashcoffee,bad_only,0,2,2,food_delivery,medium,Flash咖啡点单应用
com.falcon.dm.water.cake.sort.puzzle,bad_only,0,2,2,social_entertainment,high,水排序解谜游戏
com.facebook.vibes,bad_only,0,2,2,social_entertainment,high,Facebook短视频社交
storysaverforinstagram.storydownloaderforinstagram,bad_only,0,2,2,utility,medium,IG故事下载工具
repost.share.tiktok.nowatermark.videosave.download.videodownloader.saver,bad_only,0,2,2,utility,high,TikTok去水印下载
com.prodege.ysense,bad_only,0,2,2,utility,medium,问卷调查赚钱应用
com.mediapro.entertainment.freeringtone,bad_only,0,2,2,utility,medium,免费铃声工具
com.aysatech.carapinjamkurbri.app,bad_only,0,2,2,banking,medium,BRI银行贷款指南
downloader.video.download.free,bad_only,0,2,2,utility,high,通用视频下载器
com.videoconverter.videocompressor,bad_only,0,2,2,utility,high,视频转换压缩工具
com.transsion.carlcare,bad_only,0,2,2,utility,medium,传音手机售后工具
ai.nodepay.mobileapp,bad_only,0,2,2,utility,low,AI节点挖矿应用
com.fine.quiz.coin,bad_only,0,2,2,social_entertainment,medium,答题赚金币游戏
com.kajianislam2.bukuiqra123456,bad_only,0,2,2,religious,high,伊斯兰古兰经学习
com.snowcorp.epik,bad_only,0,2,2,utility,high,Epik照片编辑工具
id.autoconvert.tukarpulsa,bad_only,0,2,2,utility,medium,话费转换工具
app.market.kreditly,bad_only,0,2,2,cash_loan,high,Kreditly现金贷应用
com.limaindonesia.perqara,bad_only,0,2,2,other,low,未知应用，无法明确分类
org.adblockplus.browser,bad_only,0,2,2,utility,high,广告拦截浏览器
com.rlk.feedback,bad_only,0,2,2,utility,low,用户反馈工具
com.applylabs.whatsmock.free,bad_only,0,2,2,utility,medium,WhatsApp聊天模拟
com.bpsdm.dki.sijule,bad_only,0,2,2,utility,medium,雅加达政务应用
com.playgendary.bowmasters,bad_only,0,2,2,social_entertainment,high,Bowmasters对战游戏
com.visu.backgroundchanger.eraser,bad_only,0,2,2,utility,high,图片背景擦除工具
com.winnerjoys.playwin.self,bad_only,0,2,2,gambling,high,PlayWin博彩/老虎机
com.azlogistik.muatmuat,bad_only,0,2,2,transportation,medium,物流运输调度应用
com.appmystique.resume,bad_only,0,2,2,productivity,high,简历制作工具
com.duffqiblafinder.muslim.compassapp21,bad_only,0,2,2,religious,high,穆斯林指南针
com.gf.busdriving.publictransport.citypassenger.drivinggames,bad_only,0,2,2,social_entertainment,high,巴士驾驶模拟游戏
elsa.idekuliner.gajianduluan,bad_only,0,2,2,cash_loan,high,提前支薪/现金贷
com.rwasoft.booster,bad_only,0,2,2,utility,high,手机加速清理工具
rpg.arcade.space.shooter.dragon.wings,bad_only,0,2,2,social_entertainment,high,太空射击游戏
com.sukhavati.pvp.ball.classic,bad_only,0,2,2,social_entertainment,high,球类对战游戏
com.translate.talkingtranslator,bad_only,0,2,2,utility,high,语音翻译工具
com.foxsecure.message,bad_only,0,2,2,social_entertainment,medium,安全通讯应用
com.timestamp.gps.location.camera,bad_only,0,2,2,utility,high,GPS水印相机
io.tr8.gotradeindo.android,bad_only,0,2,2,banking,medium,GoTrade股票交易
com.ngi.sim,bad_only,0,2,2,utility,low,SIM卡管理工具
com.transsion.XOSLauncher,bad_only,0,2,2,utility,high,XOS系统桌面
com.masomo.headball2,bad_only,0,2,2,social_entertainment,high,Head Ball 2游戏
com.oto.dealer.id,bad_only,0,2,2,shopping,medium,汽车交易平台
id.go.beacukai.customer,bad_only,0,2,2,utility,medium,印尼海关服务
translate.speech.text.translation.voicetranslator,bad_only,0,2,2,utility,high,语音翻译工具
com.casttv.smarttv.display.connect,bad_only,0,2,2,utility,high,智能电视投屏
com.guibais.whatsauto,bad_only,0,2,2,utility,medium,WhatsApp自动回复
com.samsung.android.game.gamelab,bad_only,0,2,2,utility,high,三星游戏中心
com.app.cerb.mcgd8,bad_only,0,2,2,gambling,high,Cerb博彩/老虎机
com.client.tenderu.android,bad_only,0,2,2,other,low,未知应用，无法明确分类
kha.prog.mikrotik,bad_only,0,2,2,utility,high,MikroTik网络管理
com.turbo.turtle.match.shay.game,bad_only,0,2,2,social_entertainment,high,海龟匹配游戏
com.vip9sl.com2,bad_only,0,2,2,gambling,high,VIP9老虎机
com.app.cerb.mckn9,bad_only,0,2,2,gambling,high,Cerb博彩/老虎机
com.ply.cookingbigrestaurant,bad_only,0,2,2,social_entertainment,high,烹饪模拟游戏
com.indiastudio.caller.truephone,bad_only,0,2,2,utility,high,Truecaller来电识别
com.Polystation.BuildABabe,bad_only,0,2,2,social_entertainment,high,换装模拟游戏
com.abi.dream.unpacking,bad_only,0,2,2,social_entertainment,high,整理收纳游戏
com.sinyee.babybus.marketIII,bad_only,0,2,2,social_entertainment,high,宝宝巴士应用
com.whoyaho.tanghulu,bad_only,0,2,2,social_entertainment,high,糖葫芦制作游戏
com.fbs.pa.id,bad_only,0,2,2,banking,medium,FBS外汇交易平台
tag.zilni.tag.you,bad_only,0,2,2,social_entertainment,medium,社交标签互动
com.onto.notepad,bad_only,0,2,2,productivity,high,记事本工具
com.dewi11,bad_only,0,2,2,gambling,high,Dewi博彩/老虎机
com.Amanah.panduandaftarnpwponline,bad_only,0,2,2,utility,medium,NPWP注册指南
com.ChooChooCharles.ChooChooCharlesgamethrred,bad_only,0,2,2,social_entertainment,high,恐怖追逐游戏
com.shopify.mobile,bad_only,0,2,2,shopping,high,Shopify电商管理
world.voya.android,bad_only,0,2,2,other,low,未知应用，无法明确分类
xyz.hermez,bad_only,0,2,2,other,low,区块链/加密应用
com.farmerbb.taskbar,bad_only,0,2,2,utility,high,安卓任务栏工具
com.yoti.mobile.android.live,bad_only,0,2,2,utility,medium,数字身份验证
net.drawplan,bad_only,0,2,2,productivity,medium,绘图规划工具
com.hotplay.bricksballs,bad_only,0,2,2,social_entertainment,high,砖块弹球游戏
com.helpdoggy.treasure,bad_only,0,2,2,social_entertainment,high,寻宝解谜游戏
com.indomaret.orimobile,bad_only,0,2,2,shopping,high,Indomaret零售
com.xdev.docxreader.docx.docxviewer.document.doc.office.viewer.reader.word,bad_only,0,2,2,productivity,high,Word文档阅读器
com.hybrid.stopwatch,bad_only,0,2,2,utility,high,秒表计时工具
com.nglreactnative,bad_only,0,2,2,social_entertainment,high,匿名问答社交
com.vblast.flipaclip,bad_only,0,2,2,productivity,high,动画制作工具
org.telegram.plus,bad_only,0,2,2,social_entertainment,high,Telegram增强版
photo.editor.photoeditor.filtersforpictures,bad_only,0,2,2,utility,high,照片滤镜编辑
com.epicultura.ftlstride,bad_only,0,2,2,social_entertainment,high,FTL跑酷游戏
ventures.bench.repost,bad_only,0,2,2,utility,medium,内容转发工具
com.sgs.sniper.agent.agenthunt.shootergame.snipergame.gun.game,bad_only,0,2,2,social_entertainment,high,狙击手射击游戏
androidtv.smart.tv.remote.control,bad_only,0,2,2,utility,high,智能电视遥控器
com.Panduan.SholatFarduDanSunnahLengkap,bad_only,0,2,2,religious,high,伊斯兰礼拜指南
com.miczon.sharelocation,bad_only,0,2,2,utility,medium,位置共享工具
com.documentreader.filereader.ditorviewere.pdfreader,bad_only,0,2,2,productivity,high,PDF阅读器
com.cover.zombie.fire.shooter,bad_only,0,2,2,social_entertainment,high,僵尸射击游戏
collagemaker.photoeditor.postcreator,bad_only,0,2,2,utility,high,拼图制作工具
ball.sort.puzzle.color.sorting.bubble.games,bad_only,0,2,2,social_entertainment,high,球排序解谜
com.bubbleshooter.popbubbles.shootbubblesgame,bad_only,0,2,2,social_entertainment,high,泡泡射击游戏
com.metagame.leftorrightdressfashion,bad_only,0,2,2,social_entertainment,high,换装时尚游戏
com.obby.parkour.prison.run.jail.escape,bad_only,0,2,2,social_entertainment,high,跑酷逃生游戏
com.outfit7.mytalkingtomfriends2,bad_only,0,2,2,social_entertainment,high,汤姆猫游戏
id.co.prudential.pruforce,bad_only,0,2,2,banking,medium,保诚保险应用
com.afdk.cleanupme,bad_only,0,2,2,utility,high,手机清理工具
com.animal.hunter.sniper,bad_only,0,2,2,social_entertainment,high,动物狩猎游戏
com.lyrebirdstudio.collage,bad_only,0,2,2,utility,high,拼图编辑工具
com.wemagineai.voila,bad_only,0,2,2,utility,high,AI卡通照片
com.mm.cleanMaster.free,bad_only,0,2,2,utility,high,清理大师
com.ttxin.tt,bad_only,0,2,2,gambling,medium,TT博彩/棋牌
com.mico,bad_only,0,2,2,social_entertainment,high,Mico直播社交
com.beoke.kuncigitarlengkapoffline,bad_only,0,2,2,social_entertainment,medium,吉他谱工具
com.vitastudio.block,bad_only,0,2,2,social_entertainment,high,方块消除游戏
com.free.game.brain.casual.block.puzzle.huawei,bad_only,0,2,2,social_entertainment,high,方块解谜游戏
com.katanlabs.bridgerunio,bad_only,0,2,2,social_entertainment,high,搭桥跑酷游戏
com.yg.dinosaur.lsland,bad_only,0,2,2,social_entertainment,high,恐龙主题游戏
com.zepetto.PointBlank.CompanionApp,bad_only,0,2,2,social_entertainment,high,Point Blank辅助
com.coloros.video,bad_only,0,2,2,utility,high,ColorOS视频播放器
com.gameloft.android.GloftROLP,bad_only,0,2,2,social_entertainment,high,Gameloft游戏
com.rk88.com2,bad_only,0,2,2,gambling,high,RK88博彩/老虎机
com.xphotokit.app,bad_only,0,2,2,utility,high,照片工具包
com.easygo.tms,bad_only,0,2,2,transportation,medium,物流运输管理
com.gbwhatsapp,bad_only,0,2,2,clone_app,high,WhatsApp修改克隆版
com.hiwin.luckyrp,bad_only,0,2,2,gambling,high,LuckyRP博彩
com.gramedia.retail,bad_only,0,2,2,shopping,high,Gramedia书店零售
com.paidsurveys.polls,bad_only,0,2,2,utility,medium,付费问卷调查
com.unicostudio.farmblockescape,bad_only,0,2,2,social_entertainment,high,农场逃脱游戏
net.happywit.screw.out.jam,bad_only,0,2,2,social_entertainment,high,螺丝解谜游戏
com.anthropic.claude,bad_only,0,2,2,productivity,high,Claude AI助手
id.imajlismobile.bacaanshalatlengkap,bad_only,0,2,2,religious,high,礼拜诵读指南
com.fifarenderz.fifarenderzapp,bad_only,0,2,2,social_entertainment,high,FIFA渲染工具
com.themekit.widgets.themes,bad_only,0,2,2,utility,high,手机主题工具
com.edkongames.mobs,bad_only,0,2,2,social_entertainment,high,Mobs对战游戏
com.easeus.mobisaver,bad_only,0,2,2,utility,high,数据恢复工具
com.ludashi.superboost,bad_only,0,2,2,utility,high,手机加速清理
com.flying.car.simulator.extreme.driver.cardriving,bad_only,0,2,2,social_entertainment,high,驾驶模拟游戏
com.fc.nut.screw.bolt.washer.fastener.puzzle,bad_only,0,2,2,social_entertainment,high,螺丝解谜游戏
com.snap.mp3.tube.music.downloader.download.lagu.gratis.free.app,bad_only,0,2,2,utility,high,MP3音乐下载
com.chargeplus.chargeapp,bad_only,0,2,2,utility,medium,充电管理工具
com.kiwigames.sushi.simulator,bad_only,0,2,2,social_entertainment,high,寿司模拟游戏
com.yingsheng.hayloufun,bad_only,0,2,2,utility,high,Haylou智能手表
com.octainvest,bad_only,0,2,2,banking,medium,Octa投资交易
com.life.gps.location.tracker.findloc,bad_only,0,2,2,utility,high,GPS定位追踪
net.gsm.driver.app,bad_only,0,2,2,utility,low,GSM驱动工具
com.train.delivery.simulator,bad_only,0,2,2,social_entertainment,high,火车模拟游戏
id.go.polri.bos,bad_only,0,2,2,utility,medium,印尼警察政务
com.beauty.tiles.story.makeover.puzzle.match,bad_only,0,2,2,social_entertainment,high,消除换装游戏
com.id3joyputar.ntla59,bad_only,0,2,2,gambling,high,JoyPutar博彩
com.soccer.football.kick,bad_only,0,2,2,social_entertainment,high,足球射门游戏
codexplore.angkot,bad_only,0,2,2,transportation,medium,印尼小巴查询
com.DifLabs.Differences,bad_only,0,2,2,social_entertainment,high,找不同游戏
com.LinkedSquad.SchoolBoyRunaway,bad_only,0,2,2,social_entertainment,high,校园逃跑游戏
com.lwi.android.flapps,bad_only,0,2,2,other,low,未知应用，无法明确分类
net.metaquotes.economiccalendar,bad_only,0,2,2,banking,medium,经济日历交易
com.gonext.nfcreader,bad_only,0,2,2,utility,high,NFC读取工具
com.plantillatabladesonidos,bad_only,0,2,2,other,low,未知应用，无法明确分类
com.block.puzzle.free.wood,bad_only,0,2,2,social_entertainment,high,木块解谜游戏
com.sereal.short.app,bad_only,0,2,2,social_entertainment,high,短剧视频应用
com.cmaster.cloner,bad_only,0,2,2,clone_app,high,应用双开克隆
com.rtsoft.growtopia,bad_only,0,2,2,social_entertainment,high,Growtopia沙盒游戏
com.bismillah.yasindantahliloffline,bad_only,0,2,2,religious,high,雅辛与塔赫利勒
com.retro.original.mp3.music.downloader.tube.app,bad_only,0,2,2,utility,high,音乐下载工具
com.noxgroup.app.security,bad_only,0,2,2,utility,high,Nox安全清理
com.alitmd.kalenderbali,bad_only,0,2,2,utility,medium,巴厘岛日历
com.designkeyboard.keyboard,bad_only,0,2,2,utility,high,键盘输入法
com.bankeka.ekaonline,bad_only,0,2,2,banking,high,Eka银行应用
com.bookeep.browser,bad_only,0,2,2,utility,high,网页浏览器
mbank.maluku,bad_only,0,2,2,banking,high,马鲁古银行
com.vicman.toonmeapp,bad_only,0,2,2,utility,high,卡通头像生成
com.brgame.app.zumablast,bad_only,0,2,2,social_entertainment,high,祖玛消除游戏
com.hecorat.screenrecorder.free,bad_only,0,2,2,utility,high,屏幕录制工具
com.a0soft.gphone.acc.free,bad_only,0,2,2,utility,high,电池监控工具
com.google.android.apps.wallpaper,bad_only,0,2,2,utility,high,系统壁纸应用
com.maxmpz.audioplayer,bad_only,0,2,2,utility,high,Poweramp播放器
cyou.joiplay.renpy,bad_only,0,2,2,social_entertainment,high,Renpy游戏引擎
cyou.joiplay.rpgm,bad_only,0,2,2,social_entertainment,high,RPG Maker引擎
cyou.joiplay.ruffle,bad_only,0,2,2,social_entertainment,high,Flash游戏引擎
idm.internet.download.manager.plus,bad_only,0,2,2,utility,high,IDM下载管理器
com.chuntian.laile.qczcar,bad_only,0,2,2,transportation,medium,租车/汽车服务
com.zundyeaglespto.chipsortchallenge,bad_only,0,2,2,social_entertainment,high,筹码排序游戏
tap.miner.cloudmining.tool,bad_only,0,2,2,utility,medium,云挖矿工具
com.id2rsngame.ntrsngamecm6,bad_only,0,2,2,gambling,high,RSN博彩/老虎机
beatmaker.edm.musicgames.pianofire2,bad_only,0,2,2,social_entertainment,high,钢琴节奏游戏
com.efindjponline.pajak,bad_only,0,2,2,productivity,medium,税务申报工具
com.urbanvpn.android,bad_only,0,2,2,utility,high,VPN代理工具
org.xssembler.chordsplus,bad_only,0,2,2,social_entertainment,medium,吉他和弦工具
com.disdukcapildev.bulungan,bad_only,0,2,2,utility,medium,户籍政务应用
com.hitappsgames.connectwords,bad_only,0,2,2,social_entertainment,high,连词益智游戏
com.justgame.jails,bad_only,0,2,2,social_entertainment,high,监狱主题游戏
dmi.presensibulungan.id,bad_only,0,2,2,productivity,medium,员工考勤打卡
network.loki.messenger,bad_only,0,2,2,social_entertainment,high,Session加密通讯
id.co.bankkalsel.mobile_banking,bad_only,0,2,2,banking,high,南加里曼丹银行
id.go.kalselprov.apik,bad_only,0,2,2,utility,medium,南加里曼丹政务
com.cleanfiner.phoneclean,bad_only,0,2,2,utility,high,手机清理加速
tv.velolo.app,bad_only,0,2,2,social_entertainment,medium,视频流媒体
com.wangxutech.picwish,bad_only,0,2,2,utility,high,图片处理工具
com.wenake.lagumalaysialengkapofflinemp3,bad_only,0,2,2,social_entertainment,medium,马来歌曲播放
com.easybrain.number.puzzle.game,bad_only,0,2,2,social_entertainment,high,数字解谜游戏
com.iptv.player.iptvchannel,bad_only,0,2,2,social_entertainment,high,IPTV播放器
com.phantom.paperboy,bad_only,0,2,2,social_entertainment,high,送报跑酷游戏
com.giraffeeapp.power,bad_only,0,2,2,other,low,未知应用，无法明确分类
com.mobileugt.bmtugtsidogiri,bad_only,0,2,2,banking,medium,BMT伊斯兰金融
com.bitmango.go.bubblepop,bad_only,0,2,2,social_entertainment,high,泡泡消除游戏
com.incash.money.earning,bad_only,0,2,2,utility,medium,赚钱任务应用
brain.guess.word.quiz.puzzle,bad_only,0,2,2,social_entertainment,high,猜词益智游戏
com.rprr.com2,bad_only,0,2,2,gambling,high,RPRR博彩/老虎机
com.transsion.calendar,bad_only,0,2,2,utility,high,传音系统日历工具
